,sentence,label
16774,앞으로 정말 정신없이 바쁠 날만 남았어. 그래도 너무 기뻐.,2
35876,어머니와 딸을 함께 돌보기 위해선 시간과 돈이 부족해. 무능력한 내가 증오스러워.,3
27554,어제 부모님과 싸웠는데 글쎄 부모님께서 먼저 미안하다고 하신 거 있지? 이런 적 처음이야.,2
28055,아내가 자꾸 소리를 질러서 스트레스받아.,3
31517,의사가 내가 일을 하면 할수록 건강이 악화될 거라고 말해서 좌절했어.,3
25667,크레용팝 진짜오랜만이다 화이팅,2
7820,요즘 친구들 만나기가 겁나. 다들 돈 잘 벌고 있는 것 같은데 나만 뒤처지는 느낌이야.,0
39952,친일파가 괜히 나오는 말이 아니다.,3
15134,친구가 오랜 연애 끝에 결혼에 성공했어. 내가 다 뿌듯하고 기분이 좋아.,2
19388,내 건강을 생각해서 일등급 영양제만 복용하니까 건강해지는 기분이 들어.,2
12681,우리 애아빠가 우리 딸아이랑 별로 안친한거같아요..,0
22022,몇년 몇십년후 노래를 들으면 아.. 하고 떠오를 그런 그륩,2
36805,학교 친구들이 날 계속 괴롭혀서 죽고 싶어.,3
36355,부모님이 나에게 나가서 살래. 내가 마음에 안드셨나봐.,3
43619,사실 내가 작년에 괴롭혔던 친구가 한 명 있어. 지금 생각해보면 아주 미련한 행동이면서 죄책감이 들어.,1
24575,옵티 신경 좀 씁시다,2
33045,몸도 안좋은데 장례식에 다녀왔어.,3
21949,충분히 훌륭합니다!!,2
30018,엄마는 밖에서 이상한 말만 듣고는 나한테 화내고 잔소리를 해서 속상해.,3
50559,나는 엄마랑만 살아. 그래서 그런지 많이 우울하다.,1
46536,노인정에 들어갔는데 모두가 날 바라봤어. 부담스러웠어.,1
52995,첨부터 그사람이 어떤사람인지도 모르고 결혼전제로 일단 만날수가 있나요?,1
30079,유서 비슷한 에스엔에스를 남기고 연락이 없는 친구에게 열 번이 넘게 전화를 했어.,3
30764,헬스장에 운동하러 가면 노인이라고 운동기구에서 잘 안 비켜주는데 화가 나.,3
21858,방송으로 봐도 참 착한 청년같다 이런 사람들이 더 잘돼야지~,2
24671,그런 재능이 연아선수에게 있음이 감사합니다.,2
41300,정말 화가납니다.,3
25170,다음달에 제 남친은 드디어제대를 합니다!!!!,2
24409,도니님 그동안 상플 당신이 있어서 재밌었네요..,2
14929,오늘 지인을 통해서 드디어 직장을 잡았어. 정말 감사해.,2
39173,자기자식이 저상황이고 총이있었다면 누구든지 총을쐇을것이다!,3
8588,대장암 판정을 받았어. 가족들이 알면 너무 걱정할까 봐 걱정돼.,0
19835,내가 요즘 부쩍 관심이 생긴 친구가 있는데 생각만 해도 좋아.,2
7074,수 놓는 장인으로 국가에서 인정까지 받은 내가 이제는 바늘구멍을 찾지도 못 하게 되었어.,0
37936,인사 잘해서 평가 후하게 줬다고 개소리 한 담임 꼭 옷 벗겨라!!,3
14933,올해는 취직이라는 큰 산을 넘어서 아주 편안하네.,2
44202,어제 부하 직원들이 내 눈치를 보는 것을 봤어.,1
36555,나이 먹어 여기저기 아프니 자식들 신경 쓰는 것도 귀찮아져. 이런 내가 싫다.,3
54678,진짜 큰일임아 쉬바..,1
21047,아 오늘 생일이네요 ㅋㅋ,2
36616,몸도 고장 났고 물 마시러 혼자 움직이지도 못하는 내가 한심해.,3
98,이번에 며느리가 손자를 낳았는데 보고 싶어도 내가 이렇게 입원해 있으니 아쉽네.,0
19209,성적을 되찾아서 다행이야.,2
17191,오늘 동생이 처음으로 아빠라는 말을 했어. 그래서 지금 아빠가 싱글벙글하셔.,2
25131,그리고 서울에 정착해서 직장생활 할 수 있네요..ㅋ,2
15219,운동 부족에다가 노력을 안 해서 점점 비만이 되어가는 것 같아.,2
40326,후 이제 그만,3
52998,근데 엊그제 차단 풀고 친구추가까지 했더라구요.,1
36473,난독증이 있어서 글을 읽을 수 없어서 속상해.,3
9924,요리하는것은 즐겁지만 당장 아침이 나이먹고 아이들 밥상 차리는것이 쉽지 않네요,0
33886,나 오늘 수능 실패한 것 같아.,3
6290,오늘 엄마한테 너무 심한 언행을 한 거 같아.,0
4301,허리가 아파서 역무원에게 짐을 부탁했는데 엘리베이터 위치만 알려주고 가버렸어.,0
4250,자식들이 내가 죽는 날만 받아 놓고 있나 봐. 상의 없이 내 이름으로 된 생명보험을 가입해뒀어.,0
27782,왜 일은 나만 많을까?,3
12930,한번 헤어졌다 다시만난거고 크게 싸우고헤어진거라 아마 다신 연락 안올것같아요,0
4769,월급 받으면 일부 저축을 해야지 사고 싶은 거 다 사는 딸을 보면 속상해.,0
20848,"하면서 보아스랑 비교하면서 재밌었는데 ㅋㅋㅋㅋ""",2
53749,집에잇는 속옷이 커지기시작햇어여..,1
45807,꼴찌였다가 일 등 하니까 선생님들이 갑자기 잘해줘. 너무 당황스러워.,1
30539,우리 창고에 불이 났는데 누군가 버린 담배꽁초 때문이래. 그 사람 생각만하면 화가 나.,3
12092,아? 지금까지내가 뉴스보면서 이렇게 우리나라 국민들이 가슴찡하게 느껴지는순간도있구나~,0
45500,병원에 입원했는데 딸이 찾아왔어. 딸이 산책을 나가자고 했다가 의사한테 혼이 났어.,1
20376,어제 테스트 끝나고 가족끼리 영화 보고 왔어.,2
19768,이직하고 싶은데 잘 될까?,2
29227,어제 남자친구랑 싸우고 잠을 설쳤어. 너무 짜증 나.,3
4588,나이가 들면서 체력에 비해 과도한 업무량 때문에 힘이 많이 드네.,0
2059,아이가 오늘 크게 다쳐서 병원에 왔어.,0
42338,검찰이 잡을걸 jtbc 가 하네 그만큼 개썩었네 그동안,3
27256,나는 이번에 우리 기업의 우수사원이 될 거야.,2
52914,쌀값 보장하라는데 퇴진하라는 이유는?,1
24442,백주부님~저같은 초보를 위해좋은 레시피 가르쳐 주셔서늘 감사합니다,2
35004,모국어라도 잘 사용하지 않으면 잊어버릴 수가 있다더라고. 혼잣말이라도 많이 해야 되겠어.,3
33096,요즘 남편이 너무 짜증나.,3
1709,취업에 계속 도전하는데 계속 떨어져.,0
20776,역쉬 실력자들 !!!,2
17963,오늘 친구를 믿고 내가 가장 아끼는 물건을 빌려줬어.,2
11150,참 대단한 사람이다 저걸 알리기 위해 얼마나 죽자고 뛰었을까,0
57846,인터넷 보니 계류유산도 있다고 하니 심히 걱정이 되네요,1
9702,"살때문에 대인기피증도 좀 있는것같구, 좋아하는 선배가 있었는데 좋아한다고 말도못하고..",0
28791,직원들의 잦은 이직으로 업무 부하가 많아 절망적이야.,3
2918,공장에서 일을 하다가 다쳤는데도 아무런 보상을 받지 못해서 너무 슬퍼.,0
43501,친구한테 빌린 물건을 실수로 망가뜨렸는데 아직 말하지 않아서 죄책감이 들어.,1
18105,혼자서는 심심했는데 이제 동아리를 만들어서 같이 할 사람들이 생겨서 기뻐.,2
40592,쪽바리들 갈때 기자들 아무도 안갔어되는디...새끼들 자기나라 가는데 뭔 변명이 많아....,3
46518,내 나이가 벌써 아흔 살이 넘었어. 자식들은 내가 아직 살아있는 게 불만인 것 같아.,1
45642,배드민턴 동호회를 하는데 친구라고 생각할 만한 사람이 없는 거 같아.,1
10025,맘이 답답해요,0
12688,어디 물어볼 사람이 없어서...,0
18007,내가 좋아하던 그녀가 나를 좋아한다는 소문을 들었는데 너무 기뻐.,2
15748,어제 친구랑 화해했어.,2
29272,내 친구랑 내 여자친구랑 바람이 났어.,3
748,요즘 갱년기로 힘들어.,0
2671,지금도 병원치료를 계속 받는 중인데 사실 모르겠어. 내 상태가 호전될지.,0
51521,시험 끝나고 친구들과 답을 맞혀보는 게 너무 창피해. 혹시라도 내 점수가 안 좋게 나왔으면 어쩌지?,1
347,작년에 엄마가 병을 앓다가 돌아가셨어. 이맘때쯤이었지.,0
28903,상사 때문에 도저히 일 못 해 먹겠네.,3
40814,놀리냐 개같은 x아.,3
55760,회사 들어가기전 일주일 전에 다들 뭐하세요,1
19790,노후 준비는 자신 있어. 나는 오래 준비했거든.,2
9257,난 비싼 휴대폰 구매할 여력이 안되네...,0
4166,내가 벌써 환갑이라 잔치라도 하고 싶은데 가족 형편이 넉넉치 않네.,0
14022,다 나아도 다시 가기 좀 겁나요,0
6606,드라마를 보다가 눈물이 났어.,0
54726,하 참 고민됩니다...,1
50414,딸에게 생활비를 받아쓰니 아비로써 도움이 되지도 못하고 짐만 되니 미안하고 괴로워.,1
25821,프링클도 찾아보니까 섬유질 많이든 비타민 음료!,2
8027,오십 먹고 뇌졸중으로 쓰러지고 난 후에 혈관성 치매가 온 것 같아. 내가 치매라니 슬프다.,0
3133,매일 술 먹고 늦게 들어오는 남편에게 거부감이 느껴져. 이혼을 해야겠어.,0
29076,친정 조카 때문에 마음이 쓰여.,3
42145,유전무죄 무전유죄 열자,3
43358,나 오늘도 면접에서 떨어졌는데 창피해서 엄마한테 어떻게 말하지? 벌써 최종에서 떨어진 게 열 번째야.,1
51769,손자들 햄버거를 사주려 들어선 햄버거 가게에 무인 계산대가 있어서 당황스러워.,1
24220,어르신 감사합니다.,2
33199,이번에 직장에 합격해야 하는데 정말 가고 싶은 곳이라서 말이야. 간절히 원하고 있어.,3
4316,내가 우울증에 걸려서 자식들에게 신경질적으로 대했어. 그래서 자식들의 발길이 끊겼어.,0
31500,아들한테 학업으로 들어가는 돈이 많아. 근데 그만한 성과가 없어서 답답해죽겠어.,3
39902,아주 빡6대가리고만,3
30178,건강을 체크할 수 있다고 해서 스마트폰으로 바꾼 뒤 아들이 사용법을 알려주는데 잘 이해가 안가.,3
20481,어제 부모님께서 다투셔서 집에 들어가기 겁났었는데 다행이네.,2
6203,친구들이 괴롭히는데 선생님께 말씀드렸더니 사이좋게 지내래. 전에는 도움 필요하면 찾아오라고 해놓고.,0
281,얼마 전 여자친구에게 이별 통보를 한 게 너무 후회돼.,0
40838,반성따위팔요없고 사퇴하세요,3
24399,감사합니다♡,2
11765,"해외에서는 젊은 여성들의 상체 나체시위,올 나체시위 자주 하던데 우리나라는 왜 안하냐",0
43397,다음 달이 공채 시험인데 아직 마무리를 못 했어. 내 계산으론 이 진도면 마무리가 된다고 생각했는데.,1
45433,늘 하던 작업인데 오늘따라 일이 잘 안 풀리네. 왜 이렇게 오래 걸리는지 모르겠어.,1
19729,초등학교 때 은사님을 얼마 전에 뵈었어. 어른이 돼서 은사님을 만나니 감회가 새롭고 기쁘더라.,2
39680,대학기숙사 문제가 넘 심각합니다..,3
46933,내가 노망났다고 헛소문을 퍼트리다니 정말 용서할 수 없어.,1
467,사십 대 후반이 되니 감정 기복이 심하고 작은 일에도 너무 우울해지는 것 같아.,0
4846,아들 결혼을 반대했더니 집을 나가겠대.,0
84,내가 죽으면 혼자 남을 손자를 위해서라도 건강 관리를 잘해야겠어.,0
37362,그래서 했냐고 안했냐고,3
2375,어제 엄마가 갱년기가 왔는지 우울한 생각이 자꾸 든다고 하시네.,0
49009,요즘 전염병 때문에 외출할 때마다 마스크를 써야 하잖아. 정말 번거로워.,1
41354,그보다 더큰진실이 무척궁금합니다,3
26619,엠티로 우리 부서의 친목을 도모할 수 있을 거라 믿어.,2
12433,다른데는 빠지는데 유독 허벅지만 쪄서ㅠㅠㅠ,0
47691,어제 아들이 아빠랑 축구를 했는데 계속 아빠가 이긴다고 속상해하더니 결국 울었어. 아들이랑 경기하면서 좀 봐주고 한 번씩은 져주면 좋을 텐데 남편이 한심해.,1
25637,가요대전에선 아이오아이가없어서 섭섭했는데가요대축제 기대합니다~,2
54067,"런지, 스쿼트 같은 거 해도 되나요;",1
12835,그러면 여자친구로서는 관심없는거겠죠??,0
34440,어떨 때는 스스로가 실망스러울 때가 있어.,3
12196,아직도 그 여자애가 잊혀지질 않네요.,0
39622,국민감정을 건드리는 뉴스는 교묘하게 보도하는 언론수준 역시 대국답군,3
31850,남편 때문에 화가 나. 내가 술을 좀 먹었다고 어찌나 화를 내던지.,3
43486,친구들과 등산을 가는데 나만 헉헉거리면서 힘들어해서 자꾸 열등감이 들어.,1
43857,오늘 내가 정말 싫어하는 친구를 편의점에서 만났어.,1
5400,모의고사 성적이 나왔는데 공부 미리 안 해놓은 걸 후회 중이야.,0
25827,이러나 저러나 집에서 지금 하는 일이 짱이예요.,2
44510,나는 상상도 못했던 친구가 내 실내화를 변기통에 담가서 당황스러웠어.,1
55878,바람불면 자동차 다 날아갈듯,1
38127,대목때 얼마나 바가지씌워서등쳐먹을라고 노량진도불타라,3
39740,손석희옹 사실상 한주머니였다 라는 말에서 어금니 꽉!!! 깊은빡침이 느껴집니다!!!,3
55776,그는 서문시장에 방화를 지르고 박정희 생가로 향하였다..,1
29285,아이를 낳았는데 아이가 생각보다 내 일에 성가시게 굴어.,3
23385,캐럿들이 힘들어하는거 어떻게 아시고 ㅠㅠ,2
49055,만성질환에 신체적으로 인지 기능도 떨어지니 걱정이네.,1
21261,잼나네 ㅋㅋ,2
13393,내일 이사하는데...ㅜ.ㅜ,0
24329,클릭해주셨던분들 감사합니다^^;,2
34233,자기에 열등감을 느낄 때가 많네.,3
17583,퇴사 후 오랜만에 평화로운 하루를 보냈더니 너무 기분이 좋아.,2
46990,못난 친구가 나을까? 아니면 잘난 친구가 나을까?,1
34770,회사를 퇴직했는데 코로나 때문에 재취업도 안 돼. 죽고 싶은 생각뿐이야.,3
53886,러시아 미국 중국 등 전쟁강대국들의 움직임이 심상치 않다 ....,1
20134,누나가 사준 지갑을 잃어버린 줄 알았는데 알고보니 주머니에 있더라고. 걱정했는데 다행이야.,2
17675,일주일 내내 시험 준비하느냐고 잠도 제대로 못 잤어. 그래도 성적이 잘 나올 것 같아.,2
8090,몸이 아픈데 아빠한테 말을 할 수가 없는 상황이라서 너무 슬퍼.,0
25615,존경합니다. 대한민국~!,2
12179,전 그냥 보고싶다 한마디라도 좋은데...,0
8983,미래를 위해 모아둔 돈이 없는데 어떻게 해야 할까?,0
31857,입원 중에 의사가 간식을 금지했는데 너무 먹고 싶은데 간호사 몰래 먹어도 될까?,3
53907,유리가 깨질때는 대형사고가 나겠네.,1
55572,이렇게라도 안하면 정말 미래가 지금보다 어두워질꺼같아요...,1
51401,나는 다른 친구들과 다른 것뿐인데 나랑 제일 친한 친구마저 날 이상하다고 표현해서 속상해.,1
11697,댓글 보고 샤워가 그렇게 큰 죄인 줄 몰랐다.,0
20276,동무들 사이에서 나 혼자 정말 힘들어는데 오늘 드디어 이 문제를 선생님께 말씀드렸어.,2
41991,새누리 지지자들? 벌써 촛불에 떠났다 원진아. 장우야 새누리 자멸만 기다린다. 탈당파들 새로운 정당으로 보수가치 실현 시켜주세요,3
49184,요즘 사람들은 우리 노인들을 많이 싫어하는 거 같아.,1
49432,여든이 넘으니까 아내보다 이제 몸이 더 쇠약해. 이 몸뚱이로 어딜 나다닐 수 있겠어.,1
33904,형은 항상 내 물건 손대면서 자기 물건 만지면 화내는게 구역질나게 싫어!,3
23163,로또하는 심정으로 예보하시는듯 ㅎㅎ,2
34430,사회면 기사 제목 중에 일가족 자살이라는 것을 본 적이 있는가?,3
26728,방을 깨끗하게 잘 치우는 아들이 너무 자랑스러워.,2
35223,내가 다리가 불편해서 휠체어를 탄다는 이유만으로 회사 면접에서 번번이 떨어져.,3
38454,이화여대는 없어저야 할 비리의 온상이구만,3
27491,내일 친구랑 등산가기로 했어! 내일 밥도 먹고 등산도 하고 하려고!,2
52072,진로를 결정했는데 내 성적으로는 갈 수 없는 곳이야. 그래서 그동안 내가 공부를 안 해온 것에 대해 부끄러워.,1
52529,진심 불날까봐 걱정되서 그런다.,1
28606,학교에서 배우기 싫은 게 너무 많아. 그래서 스트레스받아.,3
3078,물가가 비싼 서울 생활을 그만두고 시골로 내려갈 생각이야.,0
2962,친구들과 수다를 떨며 지냈던 날이 생각나고 그리워. 돌아갈 순 없을까?,0
22387,올레~~지창욱 너므조아 헤헤 창욱씨~~잉 ㅋ,2
19841,새로 온 과장님이 업무 분담을 해주셔서 능률이 올랐어. 정말 행복해.,2
18659,동창회에서 나보고 총무를 보라고 해서 걱정도 되지만 내심 기쁘기도 해.,2
57853,사귄지 1주년될땐 커플링할수있겠죠?..,1
23331,감사합니다 황두연 대표님 !ㅋ,2
821,오늘 은행에 가서 상담했는데 지금 수준이면 노후가 보장이 안 된대. 성실하다고 자부했는데 너무 실망스럽네.,0
51988,학교에서 맞아서 다친 나를 본 동생이 약을 발라주겠다고 했는데 나도 모르게 큰소리를 쳤어.,1
18220,젊은 나이에 사업으로 성공한 아들이 내게 매달 용돈을 줘서 든든해.,2
51957,엄마 생각해서 아들이 어렵게 종합건강검진을 예약했는데 완전히 잊어버리고 못 간 걸 오늘 알았어.,1
49989,당뇨가 심해졌어. 병간호하는 자식들 보는 게 너무 괴로워.,1
41649,와나. Wbc때이넘공을어떻게치랴,3
35454,친구들은 진로를 다 정했는데 나만 못 정했어. 나는 왜 이럴까?,3
11963,미국 총기사망자보다 헬조선 자살자 수가 훨 많타는거 인구대비....,0
48354,난 왜 공부를 해도 점수가 안 나올까? 나 자신이 매우 한심해.,1
22414,민주주의만세!,2
24950,아니 한국 기레기들에 의하면 수렁에 빠졌다던 애플이 ㅋㅋㅋㅋ,2
14177,제 생각이 나긴할까요 ..,0
8476,남편이 치매야. 근데 돈이 없어서 요양병원에 보내지고 못 하고 있어.,0
9779,이일을 어떻게해야하나,0
1681,남자 친구가 자꾸 결혼하자고 조르는데 너무 부담스러워.,0
34443,나 나 자신이 너무 못나 보여 견딜 수가 없어.,3
44581,임신한 줄고 모르고 평소처럼 술 마시고 담배까지 폈어. 내 자신에게 너무 화가 나.,1
30341,얼마 전에 남편의 비자금을 봤어. 그런데도 나한테 돈을 달라고 해서 화가 나.,3
5378,내 나이 육십이 넘었는데 집도 한채 없고 모아 놓은 돈도 별로 없다는게 슬퍼.,0
22380,신뢰의 이름 설민석 선생입니다,2
7175,내가 아파도 부모님이 걱정하지도 않으시는데 나는 자식이 아닌 건가? 너무 서러워.,0
25753,아이들이 아빠를 매우 자랑스러워할것같아요.,2
17687,일하다 아파 병원에 실려 갔을 때 바로 남편이 달려와 옆에 있어주어서 고마웠어.,2
25842,저희 캐럿이랑 세븐틴 가능한 평생 같이해요 !!!!!,2
25207,"얼마전에 카메라를사서, 요즘 사진찍는 재미로 살고있습니다.",2
41825,정부가 차를 사줄거 아니면 좀 아닥좀 해제발,3
21915,시민의 수준이 훨씬 높네,2
2127,다른 사람들과 성 정체성이 다르다는 이유로 회사에서 해고를 당했어. 너무 억울해서 눈물만 나.,0
29595,삼십 년 다닌 직장을 그만둘 때인데 노후를 위해 준비해 놓은 게 하나도 없어서 걱정돼.,3
11491,미국이 부럽다 ..,0
36433,갱년기가 와서 요즘 매일 우울해.,3
24281,잘 알아보고 흥정하면 충분히 깎을 수 있는데 말이다.,2
7500,나이가 들어서 직장을 잃었어. 아내가 아파서 돌봐야 되는데 수익이 없어서 너무 힘들어.,0
19686,연애하면서 지금처럼 마음이 편했던 적이 없는 거 같아.,2
5577,저번에 본 면접에서 떨어져서 너무 우울해.,0
27421,요즘 통장 보면 기분이 너무 좋아.,2
3892,새로 채용한 직원이 나와 업무를 같이 하게 되는 걸 보니 날 대신할 것 같아.,0
52628,본인들은 정말 충격적이겠다..ㅠㅜ,1
57826,자꾸 누르던데 호감가니까 누르는거 맞겠죠??ㅠㅠ,1
45663,애들만 데리고 좋은 곳에서 저녁을 먹고 왔는데 늦게까지 일하고온 남편에게 미안하네.,1
40155,누가 누구한테 사과를 요구해?,3
29940,남자 친구랑 헤어졌는데 아마 그는 나같이 잘해주는 사람 못 만날 거야. 화를 참을 수가 없어.,3
193,무턱대고 아무나 믿어서는 안 되겠어. 슬프지만 이것이 현실이야.,0
54747,저는 어떤 처벌받게되나요..?,1
3202,상사가 경고 했었는데 또 지각을 해서 너무 속상해.,0
13527,가슴아푼일입니다????,0
30389,전철역 앞에서 나눠주는 전단지를 받고 일부러 눈앞에서 버렸어.,3
15150,회사에서 큰 실수를 할 뻔했어.,2
18408,아내와 함께 건강을 위해 밀가루를 섭취하지 않고 있는데 그 이후로 속이 항상 편해.,2
8492,이번 성적이 너무 안 나왔어. 나 자신이 한심해서 눈물이 나.,0
54472,어떻게 바로잡아야 하나.......,1
51661,나는 남자애들이랑 안 친한데 자꾸 말을 걸어서 당황스러워.,1
47092,요즘 자꾸 몸이 아픈데 병이라도 걸린건지 혼란스러워.,1
36419,벌이가 시원치 않아서 애들이 보내 달라는 학원도 못 보내주는 내가 너무 등신 같아.,3
54700,아글구 다이렉트 보내는 남자는 무슨 심리이지 내 실물보면 도망가겠지...?,1
18420,우리 어머니가 최고령 할머니로 마을에 플래카드가 걸려서 기분이 좋아.,2
4945,친구와 함께 첫 사업을 시작했는데 크게 망해버렸어.,0
12449,이번 장마는 비가오면파전대신 너가 생각나겠지,0
40979,살만하신가보네..딸이랑같이 고통을좀받아보셔!,3
21238,JTBC 같은 언론이 있기에 저러는 거다.,2
16059,이제 은퇴 전에 노후 준비 끝이야. 정말 신이 나!,2
7291,요즘 내 진로에 대해 고민이 많은데 부모님은 나에게 너무 무관심하셔.,0
20939,남중 남고를 지내왔던저에게디자인대학은 정말 꿈만같은 곳이었습니다.,2
20189,내 옆자리 남자아이가 나를 괴롭히는 교우들 앞에서 내 편을 들어 주었어.,2
8736,직업군인인데 저혈압이라 빈혈이 자주 생겨서 힘들어. 나에게 이런 시련이 오다니 너무 억울해.,0
12267,말 안해도 알아 난 다 알아 ㅠㅠ,0
26095,트럼프의 백악관 입성을 쌔빠지게 응원합니다.,2
31665,김 팀장이 나 몰래 프로젝트를 진행하다 문제가 발생했어. 골치 아프게 됐어.,3
9481,식당 밥먹고는 중간에 너무 허기져서 못견디겠습니다.,0
43711,가끔 아들이 같은 실수를 반복하면 한심하다는 생각이 들어.,1
46428,남편이 당뇨 때문에 운동하겠다고 나가서 주말에는 집에 혼자 있어서 외로워.,1
18937,오늘 친구 추천으로 화장품을 샀는데 꽤 쓸 만한 거 같아.,2
27013,가해자들이 이제 전학을 갔어. 난 지금 무척이나 기뻐.,2
17085,지금까지 모은 돈으로 사업하기로 했어. 감개무량해.,2
28355,취업에 자꾸 실패해서 슬퍼.,3
37118,이런거 신경쓰지 말구 제발 큰 덩어리 부터 뭐가 잘못됬나 그거부터 신경써라.,3
20294,아버지가 병이 완치되어서 퇴원하실 수 있게 되어서 너무 고마워,2
55112,제가 한가지 고민이 생겼습니다.,1
50240,내 친구 중에 나와 성격이 맞지 않는 애가 있어 고민이야.,1
43714,건강 염려증에 내가 스스로 한심해져.,1
37781,악플러들 더위쳐먹고 열폭하네 그래 댓글수 올려줘^^^^^^^^,3
41707,저런 짐승한테는 욕도 아깝네요,3
40207,그만해라 구토유발,3
22315,우리 삼둥이 너무 보고싶었엉~ ㅠㅠ,2
44800,나만 요즘 유행을 너무 못 따라가는지 사람들이랑 대화가 어려운 게 속상하네.,1
46778,다른 할머니들 죽었다는 얘기들을 때마다 나도 언젠간 죽을 것이라는 생각에 겁이 나네.,1
7666,저혈압 때문에 건강이 안 좋은데 그것 때문에 엄마 아빠가 너무 간섭을 해. 너무 슬퍼.,0
57153,부모님들이 많이 오실까요? ........,1
52990,그럼 남녀구분없이? 화장실을 같이쓰나요? ㅡㅡ;;;,1
57608,다른동기들이 안보겠죠?,1
24141,집밥 비법 마니퍼갈께요,2
25862,정한오빠 생일을 진심으로 축하해요,2
14178,불행할게나도그럴거같아,0
30037,복도를 지나가는데 내 친구의 발을 어떤 아이가 일부러 걸어 넘어뜨려서 참을 수가 없어.,3
38539,웬 베댓에 우승우승거리는데 언제부터 우리나라가 wbc에서 우승을 노리는 나라였냐,3
43641,나는 왜 이렇게 일을 제대로 못 해내지? 마무리도 잘 못 짓고.,1
20919,임신축하드려요.,2
3866,나는 겨우 피피티를 만들고 자료를 수집하는데 젊은 친구들은 다르더라.,0
1836,남편이 보증을 섰는데 그게 잘못되었어.,0
57376,여러분 정신 똑바로 차려야해요ㆍ,1
17901,오늘은 학원이 쉬어서 집에서 공부하니까 너무 기뻤어.,2
50649,나는 아빠가 없는데 친구들이 이런 내 가정사를 알게 되면 나랑 멀어질까 봐 두려워.,1
13454,고질적인 문제..들 안타깝다,0
43737,딸이 나이가 들어가는데 남자친구가 없어 초조해.,1
1164,나는 오늘 겪은 일로 인간의 양심에 대한 환멸을 느꼈어. 그동안 내가 야근까지 하면서 최선을 다했던 일을 드디어 마무리했는데 상사가 마치 본인이 한 것처럼 가로채 갔어.,0
19421,퇴직금이 들어와서 나중에 집을 짓고 살 땅을 보러 다니고 있어.,2
26339,꾸준하고 성실한 사람이 좋은 결실 맺은 모습이 너무 보기 좋아요ㅎㅎ,2
40264,얼굴 존나 하얘졌어이런소리 듣다보니까어 시팔?,3
30062,대학교를 졸업한 지 몇 년이나 지났는데 동생은 취업을 할 생각을 안 해.,3
17233,며느리가 식단을 챙긴 이후로 고혈압이 많이 좋아져서 고맙고 기쁘구나.,2
21716,멋져 멋져 멋져.,2
20651,이 젊은이들이 있기에.... 아직은 희망을 가져봅니다....,2
10740,연락은 다 받아줬는데..,0
1553,민원응대 업무 더는 못 해 먹겠어.,0
39277,그 주둥이로 민심을 말하지마라 더러우니까,3
42373,리플달 가치조차없다 진심,3
26687,퇴사 후에 집에서 놀던 남편이 이제 정신 차렸는지 일을 나가서 안심이야.,2
37809,시원하게 자백하고 박그내하고 최순실 모두 쳐넣읍시다,3
51993,친구들끼리 전립선 문제에 대해 말하기 좀 부끄러워.,1
40971,동생 새끼도 쓰레기인듯한데,3
42817,아내가 시장에서 회를 떠 왔는데 아무래도 사장이 다른 횟감으로 준 것 같아.,1
2376,내가 가장 의지했던 우리 아빠가 쓰러지셨어.,0
48678,고교 동창 양화 전화를 받았어. 그 친구 얘기를 들으니 그 심정을 이해할 수 있겠더라.,1
11656,안봐도 뻔한 처분에 발가락 3개나 잘린 병사의 인생은 고작 돈 몇푼에 끝나겠지,0
51466,내 동생 참 한심하다. 아토피에 좋다고 검증도 안 된 민간요법만 믿고 있어.,1
1298,나 어떻게 해 앞으로. 자꾸 눈물만 나.,0
22969,써보신분들 대답해주시면 감사하겠습니다,2
46222,힘든 병상 중에도 내 말동무가 되어주던 사람이 퇴원했어. 너무 외로워.,1
31478,친구들과 노는 것조차도 간섭하는 남자 친구 때문에 너무 화가 나.,3
30861,암세포가 전이되어 다른 병까지 얻게 되었는데 보험처리가 안 된다는 말에 화가 났어.,3
28693,노트북 갖고 싶어서 사달라고 졸랐는데 안 된대.,3
6181,우리 나라에서 공부를.열심히 한다고 해서 잘되길 어려운 것 같아.,0
29396,이제 출근하는 게 너무 지겨워.,3
55304,언제 어디로 튀어서 니 뒷통수 후려칠 지 모른다.,1
53316,제가 잘못한건가요?,1
35634,부모님의 지나친 간섭 때문에 힘들어. 다 나 때문인 것 같아.,3
29916,남편이 아버지가 남기고 간 거액의 빚이 있다는 사실을 숨겨서 지금 화가 많이 났어.,3
55667,내가 선택했고 나를 위해서 였는데막상 퇴사하고 나니 뭘해될지 몰르겟어요ㅠㅜ,1
46471,당장 입원비가 필요한데 돈이 많은 친구에게 돈을 빌려달라고 하기가 부끄러워.,1
4973,코로나로 자식들이 좀처럼 오지않으니 마음이 힘들어.,0
48920,많이 힘들어. 언제까지 남편 수발을 들어야 하나 싶은 생각에 죄책감을 지울 수 없어.,1
19952,딸이 교통사고로 병원에 있다고 해서 달려갔는데 다행이 큰 사고가 아니어서 안도했어.,2
9689,덥석 따라가겠다고 하고싶은데왠지 불편해 하실것 같아서요ㅠ!ㅠ,0
19723,나 오늘 생일이야!,2
54896,곧이어 침몰 뉴스 날지도 모른다.,1
54485,사람이 무섭다.,1
50936,나는 왜 장애를 가지고 태어난 걸까? 내가 왜 이런 고통을 갖고 살아야 하는지 모르겠어.,1
5308,자식들이 결혼을 하고 가정이 생기니 타인이 된 것 같다.,0
